series,date,exports,exports_domestic,re_exports,imports,imports_retained,total,balance
abs,2013-12-01,65916348664.0,56282101981.0,9634246683.0,56149769627.0,46515522944.0,122066118291.0,9766579037.0
growth_yoy,2013-12-01,14.7,9.1,63.2,14.5,7.9,14.6,15.4
growth_mom,2013-12-01,5.6,3.6,19.3,6.9,4.7,6.2,-1.2
abs,2014-01-01,64053466843.0,54984680144.0,9068786699.0,57609512916.0,48540726217.0,121662979759.0,6443953927.0
growth_yoy,2014-01-01,12.2,10.2,25.8,7.2,4.3,9.8,92.0
growth_mom,2014-01-01,-2.8,-2.3,-5.9,2.6,4.4,-0.3,-34.0
abs,2014-02-01,58927613776.0,50960150632.0,7967463144.0,48477971118.0,40510507974.0,107405584894.0,10449642658.0
growth_yoy,2014-02-01,12.3,11.2,19.3,9.5,7.8,11.0,26.8
growth_mom,2014-02-01,-8.0,-7.3,-12.1,-15.9,-16.5,-11.7,62.2
abs,2014-03-01,64892878701.0,56455623671.0,8437255030.0,55428407399.0,46991152369.0,120321286100.0,9464471302.0
growth_yoy,2014-03-01,8.1,5.0,34.1,0.6,-3.7,4.5,91.7
growth_mom,2014-03-01,10.1,10.8,5.9,14.3,16.0,12.0,-9.4
abs,2014-04-01,66197568668.0,57164867687.0,9032700981.0,57488341030.0,48455640049.0,123685909698.0,8709227638.0
growth_yoy,2014-04-01,18.6,13.2,69.7,5.0,-2.0,11.8,717.5
growth_mom,2014-04-01,2.0,1.3,7.1,3.7,3.1,2.8,-8.0
abs,2014-05-01,64750457124.0,55946400005.0,8804057119.0,59162806558.0,50358749439.0,123913263682.0,5587650566.0
growth_yoy,2014-05-01,16.3,13.2,41.0,11.8,7.9,14.1,104.4
growth_mom,2014-05-01,-2.2,-2.1,-2.5,2.9,3.9,0.2,-35.8
abs,2014-06-01,61202242885.0,53372307685.0,7829935200.0,57120353139.0,49290417939.0,118322596024.0,4081889746.0
growth_yoy,2014-06-01,8.0,5.9,25.8,9.0,6.7,8.5,-3.4
growth_mom,2014-06-01,-5.5,-4.6,-11.1,-3.5,-2.1,-4.5,-26.9
abs,2014-07-01,61062672099.0,52052568825.0,9010103274.0,57476526817.0,48466423543.0,118539198916.0,3586145282.0
growth_yoy,2014-07-01,0.7,-1.0,11.7,-0.7,-2.7,0.0,29.7
growth_mom,2014-07-01,-0.2,-2.5,15.1,0.6,-1.7,0.2,-12.1
abs,2014-08-01,63890106457.0,56939110640.0,6950995817.0,60019750921.0,53068755104.0,123909857378.0,3870355536.0
growth_yoy,2014-08-01,1.7,8.3,-32.1,7.6,16.5,4.5,-44.8
growth_mom,2014-08-01,4.6,9.4,-22.9,4.4,9.5,4.5,7.9
abs,2014-09-01,64502722880.0,56443277165.0,8059445715.0,55193524314.0,47134078599.0,119696247194.0,9309198566.0
growth_yoy,2014-09-01,1.9,2.2,0.0,1.1,1.3,1.5,7.2
growth_mom,2014-09-01,1.0,-0.9,15.9,-8.0,-11.2,-3.4,140.5
abs,2014-10-01,64986498797.0,56376151043.0,8610347754.0,63903658806.0,55293311052.0,128890157603.0,1082839991.0
growth_yoy,2014-10-01,-3.3,-1.5,-13.6,9.1,13.8,2.5,-87.5
growth_mom,2014-10-01,0.8,-0.1,6.8,15.8,17.3,7.7,-88.4
abs,2014-11-01,63590930968.0,56002249472.0,7588681496.0,52599104137.0,45010422641.0,116190035105.0,10991826831.0
growth_yoy,2014-11-01,1.9,3.1,-6.1,0.1,1.3,1.1,11.2
growth_mom,2014-11-01,-2.1,-0.7,-11.9,-17.7,-18.6,-9.9,915.1
abs,2014-12-01,67359724198.0,59179104525.0,8180619673.0,58457190152.0,50276570479.0,125816914350.0,8902534046.0
growth_yoy,2014-12-01,2.2,5.1,-15.1,4.1,8.1,3.1,-8.8
growth_mom,2014-12-01,5.9,5.7,7.8,11.1,11.7,8.3,-19.0
abs,2015-01-01,62971400635.0,55657601257.0,7313799378.0,54641285144.0,47327485766.0,117612685779.0,8330115491.0
growth_yoy,2015-01-01,-1.7,1.2,-19.4,-5.2,-2.5,-3.3,29.3
growth_mom,2015-01-01,-6.5,-6.0,-10.6,-6.5,-5.9,-6.5,-6.4
abs,2015-02-01,52473779734.0,45857241567.0,6616538167.0,48643971878.0,42027433711.0,101117751612.0,3829807856.0
growth_yoy,2015-02-01,-11.0,-10.0,-17.0,0.3,3.7,-5.9,-63.3
growth_mom,2015-02-01,-16.7,-17.6,-9.5,-11.0,-11.2,-14.0,-54.0
abs,2015-03-01,65510833005.0,57316485190.0,8194347815.0,58607087941.0,50412740126.0,124117920946.0,6903745064.0
growth_yoy,2015-03-01,1.0,1.5,-2.9,5.7,7.3,3.2,-27.1
growth_mom,2015-03-01,24.8,25.0,23.8,20.5,20.0,22.7,80.3
abs,2015-04-01,60046763429.0,51999405852.0,8047357577.0,53707720377.0,45660362800.0,113754483806.0,6339043052.0
growth_yoy,2015-04-01,-9.3,-9.0,-10.9,-6.6,-5.8,-8.0,-27.2
growth_mom,2015-04-01,-8.3,-9.3,-1.8,-8.4,-9.4,-8.3,-8.2
abs,2015-05-01,60419471581.0,52637741781.0,7781729800.0,55076894560.0,47295164760.0,115496366141.0,5342577021.0
growth_yoy,2015-05-01,-6.7,-5.9,-11.6,-6.9,-6.1,-6.8,-4.4
growth_mom,2015-05-01,0.6,1.2,-3.3,2.5,3.6,1.5,-15.7
abs,2015-06-01,64309892901.0,55701305794.0,8608587107.0,56498955578.0,47890368471.0,120808848479.0,7810937323.0
growth_yoy,2015-06-01,5.1,4.4,9.9,-1.1,-2.8,2.1,91.4
growth_mom,2015-06-01,6.4,5.8,10.6,2.6,1.3,4.6,46.2
abs,2015-07-01,63319085654.0,54496585119.0,8822500535.0,60830347311.0,52007846776.0,124149432965.0,2488738343.0
growth_yoy,2015-07-01,3.7,4.7,-2.1,5.8,7.3,4.7,-30.6
growth_mom,2015-07-01,-1.5,-2.2,2.5,7.7,8.6,2.8,-68.1
abs,2015-08-01,66572612902.0,57418173821.0,9154439081.0,56332681872.0,47178242791.0,122905294774.0,10239931030.0
growth_yoy,2015-08-01,4.2,0.8,31.7,-6.1,-11.1,-0.8,164.6
growth_mom,2015-08-01,5.1,5.4,3.8,-7.4,-9.3,-1.0,311.5
abs,2015-09-01,70152287958.0,60182179745.0,9970108213.0,60503376192.0,50533267979.0,130655664150.0,9648911766.0
growth_yoy,2015-09-01,8.8,6.6,23.7,9.6,7.2,9.2,3.6
growth_mom,2015-09-01,5.4,4.8,8.9,7.4,7.1,6.3,-5.8
abs,2015-10-01,75741409616.0,65410799710.0,10330609906.0,63635786035.0,53305176129.0,139377195651.0,12105623581.0
growth_yoy,2015-10-01,16.5,16.0,20.0,-0.4,-3.6,8.1,1018.0
growth_mom,2015-10-01,8.0,8.7,3.6,5.2,5.5,6.7,25.5
abs,2015-11-01,67563449137.0,57427185823.0,10136263314.0,57384937450.0,47248674136.0,124948386587.0,10178511687.0
growth_yoy,2015-11-01,6.2,2.5,33.6,9.1,5.0,7.5,-7.4
growth_mom,2015-11-01,-10.8,-12.2,-1.9,-9.8,-11.4,-10.4,-15.9
abs,2015-12-01,68274096386.0,60066009860.0,8208086526.0,59915393156.0,51707306630.0,128189489542.0,8358703230.0
growth_yoy,2015-12-01,1.4,1.5,0.3,2.5,2.8,1.9,-6.1
growth_mom,2015-12-01,1.1,4.6,-19.0,4.4,9.4,2.6,-17.9
abs,2016-01-01,61850814361.0,54680310441.0,7170503920.0,56455203814.0,49284699894.0,118306018175.0,5395610547.0
growth_yoy,2016-01-01,-1.8,-1.8,-2.0,3.3,4.1,0.6,-35.2
growth_mom,2016-01-01,-9.4,-9.0,-12.6,-5.8,-4.7,-7.7,-35.4
abs,2016-02-01,56716656429.0,48163283865.0,8553372564.0,49365944097.0,40812571533.0,106082600526.0,7350712332.0
growth_yoy,2016-02-01,8.1,5.0,29.3,1.5,-2.9,4.9,91.9
growth_mom,2016-02-01,-8.3,-11.9,19.3,-12.6,-17.2,-10.3,36.2
abs,2016-03-01,66554989271.0,57325122344.0,9229866927.0,55390987779.0,46161120852.0,121945977050.0,11164001492.0
growth_yoy,2016-03-01,1.6,0.0,12.6,-5.5,-8.4,-1.7,61.7
growth_mom,2016-03-01,17.3,19.0,7.9,12.2,13.1,15.0,51.9
abs,2016-04-01,61319194254.0,52063132298.0,9256061956.0,52285629768.0,43029567812.0,113604824022.0,9033564486.0
growth_yoy,2016-04-01,2.1,0.1,15.0,-2.6,-5.8,-0.1,42.5
growth_mom,2016-04-01,-7.9,-9.2,0.3,-5.6,-6.8,-6.8,-19.1
abs,2016-05-01,59990439396.0,51561368481.0,8429070915.0,56772615755.0,48343544840.0,116763055151.0,3217823641.0
growth_yoy,2016-05-01,-0.7,-2.0,8.3,3.1,2.2,1.1,-39.8
growth_mom,2016-05-01,-2.2,-1.0,-8.9,8.6,12.3,2.8,-64.4
abs,2016-06-01,66508278398.0,55881737487.0,10626540911.0,60926497367.0,50299956456.0,127434775765.0,5581781031.0
growth_yoy,2016-06-01,3.4,0.3,23.4,7.8,5.0,5.5,-28.5
growth_mom,2016-06-01,10.9,8.4,26.1,7.3,4.0,9.1,73.5
abs,2016-07-01,60067303412.0,52428982712.0,7638320700.0,57967604002.0,50329283302.0,118034907414.0,2099699410.0
growth_yoy,2016-07-01,-5.1,-3.8,-13.4,-4.7,-3.2,-4.9,-15.6
growth_mom,2016-07-01,-9.7,-6.2,-28.1,-4.9,0.1,-7.4,-62.4
abs,2016-08-01,67667606708.0,58191099870.0,9476506838.0,59044699902.0,49568193064.0,126712306610.0,8622906806.0
growth_yoy,2016-08-01,1.6,1.3,3.5,4.8,5.1,3.1,-15.8
growth_mom,2016-08-01,12.7,11.0,24.1,1.9,-1.5,7.4,310.7
abs,2016-09-01,68182138079.0,57995573316.0,10186564763.0,60468803189.0,50282238426.0,128650941268.0,7713334890.0
growth_yoy,2016-09-01,-2.8,-3.6,2.2,-0.1,-0.5,-1.5,-20.1
growth_mom,2016-09-01,0.8,-0.3,7.5,2.4,1.4,1.5,-10.5
abs,2016-10-01,69334232068.0,59175037679.0,10159194389.0,59452047169.0,49292852780.0,128786279237.0,9882184899.0
growth_yoy,2016-10-01,-8.5,-9.5,-1.7,-6.6,-7.5,-7.6,-18.4
growth_mom,2016-10-01,1.7,2.0,-0.3,-1.7,-2.0,0.1,28.1
abs,2016-11-01,72971032724.0,61201710918.0,11769321806.0,63857551154.0,52088229348.0,136828583878.0,9113481570.0
growth_yoy,2016-11-01,8.0,6.6,16.1,11.3,10.2,9.5,-10.5
growth_mom,2016-11-01,5.2,3.4,15.8,7.4,5.7,6.2,-7.8
abs,2016-12-01,75801473347.0,64329099369.0,11472373978.0,66831083624.0,55358709646.0,142632556971.0,8970389723.0
growth_yoy,2016-12-01,11.0,7.1,39.8,11.5,7.1,11.3,7.3
growth_mom,2016-12-01,3.9,5.1,-2.5,4.7,6.3,4.2,-1.6
abs,2017-01-01,70309404589.0,60008263835.0,10301140754.0,65439555215.0,55138414461.0,135748959804.0,4869849374.0
growth_yoy,2017-01-01,13.7,9.7,43.7,15.9,11.9,14.7,-9.7
growth_mom,2017-01-01,-7.2,-6.7,-10.2,-2.1,-0.4,-4.8,-45.7
abs,2017-02-01,71979306222.0,61009791099.0,10969515123.0,63058521239.0,52089006116.0,135037827461.0,8920784983.0
growth_yoy,2017-02-01,26.9,26.7,28.2,27.7,27.6,27.3,21.4
growth_mom,2017-02-01,2.4,1.7,6.5,-3.6,-5.5,-0.5,83.2
abs,2017-03-01,82890858103.0,70496522679.0,12394335424.0,77240296485.0,64845961061.0,160131154588.0,5650561618.0
growth_yoy,2017-03-01,24.5,23.0,34.3,39.4,40.5,31.3,-49.4
growth_mom,2017-03-01,15.2,15.5,13.0,22.5,24.5,18.6,-36.7
abs,2017-04-01,74243425839.0,63322001455.0,10921424384.0,65210734893.0,54289310509.0,139454160732.0,9032690946.0
growth_yoy,2017-04-01,21.1,21.6,18.0,24.7,26.2,22.8,-0.0
growth_mom,2017-04-01,-10.4,-10.2,-11.9,-15.6,-16.3,-12.9,59.9
abs,2017-05-01,79215990063.0,65830939955.0,13385050108.0,72973424563.0,59588374455.0,152189414626.0,6242565500.0
growth_yoy,2017-05-01,32.0,27.7,58.8,28.5,23.3,30.3,94.0
growth_mom,2017-05-01,6.7,4.0,22.6,11.9,9.8,9.1,-30.9
abs,2017-06-01,72823576835.0,63268704076.0,9554872759.0,62627394536.0,53072521777.0,135450971371.0,10196182299.0
growth_yoy,2017-06-01,9.5,13.2,-10.1,2.8,5.5,6.3,82.7
growth_mom,2017-06-01,-8.1,-3.9,-28.6,-14.2,-10.9,-11.0,63.3
abs,2017-07-01,78747828253.0,66719675414.0,12028152839.0,70589577401.0,58561424562.0,149337405654.0,8158250852.0
growth_yoy,2017-07-01,31.1,27.3,57.5,21.8,16.4,26.5,288.5
growth_mom,2017-07-01,8.1,5.5,25.9,12.7,10.3,10.3,-20.0
abs,2017-08-01,82024847847.0,71217927820.0,10806920027.0,72113002987.0,61306082960.0,154137850834.0,9911844860.0
growth_yoy,2017-08-01,21.2,22.4,14.0,22.1,23.7,21.6,14.9
growth_mom,2017-08-01,4.2,6.7,-10.2,2.2,4.7,3.2,21.5
abs,2017-09-01,77861456973.0,64751999389.0,13109457584.0,69650394535.0,56540936951.0,147511851508.0,8211062438.0
growth_yoy,2017-09-01,14.2,11.6,28.7,15.2,12.4,14.7,6.5
growth_mom,2017-09-01,-5.1,-9.1,21.3,-3.4,-7.8,-4.3,-17.2
abs,2017-10-01,81862196892.0,67372936197.0,14489260695.0,71851134024.0,57361873329.0,153713330916.0,10011062868.0
growth_yoy,2017-10-01,18.1,13.9,42.6,20.9,16.4,19.4,1.3
growth_mom,2017-10-01,5.1,4.0,10.5,3.2,1.5,4.2,21.9
abs,2017-11-01,83485946610.0,70744338409.0,12741608201.0,73551888413.0,60810280212.0,157037835023.0,9934058197.0
growth_yoy,2017-11-01,14.4,15.6,8.3,15.2,16.7,14.8,9.0
growth_mom,2017-11-01,2.0,5.0,-12.1,2.4,6.0,2.2,-0.8
abs,2017-12-01,79481981178.0,67384265862.0,12097715316.0,72116257900.0,60018542584.0,151598239078.0,7365723278.0
growth_yoy,2017-12-01,4.9,4.7,5.5,7.9,8.4,6.3,-17.9
growth_mom,2017-12-01,-4.8,-4.7,-5.1,-2.0,-1.3,-3.5,-25.9
abs,2018-01-01,83252374097.0,65860145726.0,17392228371.0,73201318749.0,55809090378.0,156453692846.0,10051055348.0
growth_yoy,2018-01-01,18.4,9.8,68.8,11.9,1.2,15.3,106.4
growth_mom,2018-01-01,4.7,-2.3,43.8,1.5,-7.0,3.2,36.5
abs,2018-02-01,70552338027.0,56029605100.0,14522732927.0,61416781311.0,46894048384.0,131969119338.0,9135556716.0
growth_yoy,2018-02-01,-2.0,-8.2,32.4,-2.6,-10.0,-2.3,2.4
growth_mom,2018-02-01,-15.3,-14.9,-16.5,-16.1,-16.0,-15.6,-9.1
abs,2018-03-01,84855731676.0,68769424630.0,16086307046.0,69896689462.0,53810382416.0,154752421138.0,14959042214.0
growth_yoy,2018-03-01,2.4,-2.4,29.8,-9.5,-17.0,-3.4,164.7
growth_mom,2018-03-01,20.3,22.7,10.8,13.8,14.7,17.3,63.7
abs,2018-04-01,84636362311.0,64516188940.0,20120173371.0,71373505674.0,51253332303.0,156009867985.0,13262856637.0
growth_yoy,2018-04-01,14.0,1.9,84.2,9.5,-5.6,11.9,46.8
growth_mom,2018-04-01,-0.3,-6.2,25.1,2.1,-4.8,0.8,-11.3
abs,2018-05-01,82862036666.0,66740596018.0,16121440648.0,74039605524.0,57918164876.0,156901642190.0,8822431142.0
growth_yoy,2018-05-01,4.6,1.4,20.4,1.5,-2.8,3.1,41.3
growth_mom,2018-05-01,-2.1,3.4,-19.9,3.7,13.0,0.6,-33.5
abs,2018-06-01,78845180411.0,63218882151.0,15626298260.0,72746234032.0,57119935772.0,151591414443.0,6098946379.0
growth_yoy,2018-06-01,8.3,-0.1,63.5,16.2,7.6,11.9,-40.2
growth_mom,2018-06-01,-4.8,-5.3,-3.1,-1.7,-1.4,-3.4,-30.9
abs,2018-07-01,86474633443.0,67869898764.0,18604734679.0,78349145431.0,59744410752.0,164823778874.0,8125488012.0
growth_yoy,2018-07-01,9.8,1.7,54.7,11.0,2.0,10.4,-0.4
growth_mom,2018-07-01,9.7,7.4,19.1,7.7,4.6,8.7,33.2
abs,2018-08-01,81982175631.0,68505935052.0,13476240579.0,80536081015.0,67059840436.0,162518256646.0,1446094616.0
growth_yoy,2018-08-01,-0.1,-3.8,24.7,11.7,9.4,5.4,-85.4
growth_mom,2018-08-01,-5.2,0.9,-27.6,2.8,12.2,-1.4,-82.2
abs,2018-09-01,83341938041.0,66972331027.0,16369607014.0,67770939016.0,51401332002.0,151112877057.0,15570999025.0
growth_yoy,2018-09-01,7.0,3.4,24.9,-2.7,-9.1,2.4,89.6
growth_mom,2018-09-01,1.7,-2.2,21.5,-15.9,-23.4,-7.0,976.8
abs,2018-10-01,97122030236.0,76495528681.0,20626501555.0,80270465604.0,59643964049.0,177392495840.0,16851564632.0
growth_yoy,2018-10-01,18.6,13.5,42.4,11.7,4.0,15.4,68.3
growth_mom,2018-10-01,16.5,14.2,26.0,18.4,16.0,17.4,8.2
abs,2018-11-01,85542538247.0,69608910950.0,15933627297.0,77046310904.0,61112683607.0,162588849151.0,8496227343.0
growth_yoy,2018-11-01,2.5,-1.6,25.1,4.8,0.5,3.5,-14.5
growth_mom,2018-11-01,-11.9,-9.0,-22.8,-4.0,2.5,-8.3,-49.6
abs,2018-12-01,84119529105.0,69747159508.0,14372369597.0,73156938920.0,58784569323.0,157276468025.0,10962590185.0
growth_yoy,2018-12-01,5.8,3.5,18.8,1.4,-2.1,3.7,48.8
growth_mom,2018-12-01,-1.7,0.2,-9.8,-5.0,-3.8,-3.3,29.0
abs,2019-01-01,86340816726.0,68887590177.0,17453226549.0,73921663552.0,56468437003.0,160262480278.0,12419153174.0
growth_yoy,2019-01-01,3.7,4.6,0.4,1.0,1.2,2.4,23.6
growth_mom,2019-01-01,2.6,-1.2,21.4,1.0,-3.9,1.9,13.3
abs,2019-02-01,67683054771.0,57181234219.0,10501820552.0,55567217045.0,45065396493.0,123250271816.0,12115837726.0
growth_yoy,2019-02-01,-4.1,2.1,-27.7,-9.5,-3.9,-6.6,32.6
growth_mom,2019-02-01,-21.6,-17.0,-39.8,-24.8,-20.2,-23.1,-2.4
abs,2019-03-01,85677001848.0,70347120976.0,15329880872.0,69681372619.0,54351491747.0,155358374467.0,15995629229.0
growth_yoy,2019-03-01,1.0,2.3,-4.7,-0.3,1.0,0.4,6.9
growth_mom,2019-03-01,26.6,23.0,46.0,25.4,20.6,26.1,32.0
abs,2019-04-01,86227856480.0,72736824921.0,13491031559.0,74376807130.0,60885775571.0,160604663610.0,11851049350.0
growth_yoy,2019-04-01,1.9,12.7,-32.9,4.2,18.8,2.9,-10.6
growth_mom,2019-04-01,0.6,3.4,-12.0,6.7,12.0,3.4,-25.9
abs,2019-05-01,84678578412.0,72174101831.0,12504476581.0,75108549218.0,62604072637.0,159787127630.0,9570029194.0
growth_yoy,2019-05-01,2.2,8.1,-22.4,1.4,8.1,1.8,8.5
growth_mom,2019-05-01,-1.8,-0.8,-7.3,1.0,2.8,-0.5,-19.2
abs,2019-06-01,76690883882.0,64456373577.0,12234510305.0,65630287982.0,53395777677.0,142321171864.0,11060595900.0
growth_yoy,2019-06-01,-2.7,2.0,-21.7,-9.8,-6.5,-6.1,81.4
growth_mom,2019-06-01,-9.4,-10.7,-2.2,-12.6,-14.7,-10.9,15.6
abs,2019-07-01,89764904260.0,71757038513.0,18007865747.0,73796315739.0,55788449992.0,163561219999.0,15968588521.0
growth_yoy,2019-07-01,3.8,5.7,-3.2,-5.8,-6.6,-0.8,96.5
growth_mom,2019-07-01,17.0,11.3,47.2,12.4,4.5,14.9,44.4
abs,2019-08-01,81513265567.0,68075372103.0,13437893464.0,70460901208.0,57023007744.0,151974166775.0,11052364359.0
growth_yoy,2019-08-01,-0.6,-0.6,-0.3,-12.5,-15.0,-6.5,664.3
growth_mom,2019-08-01,-9.2,-5.1,-25.4,-4.5,2.2,-7.1,-30.8
abs,2019-09-01,78251519636.0,65469496616.0,12782023020.0,69437628887.0,56655605867.0,147689148523.0,8813890749.0
growth_yoy,2019-09-01,-6.1,-2.2,-21.9,2.5,10.2,-2.3,-43.4
growth_mom,2019-09-01,-4.0,-3.8,-4.9,-1.5,-0.6,-2.8,-20.3
abs,2019-10-01,90860958317.0,72345336117.0,18515622200.0,73288784297.0,54773162097.0,164149742614.0,17572174020.0
growth_yoy,2019-10-01,-6.4,-5.4,-10.2,-8.7,-8.2,-7.5,4.3
growth_mom,2019-10-01,16.1,10.5,44.9,5.5,-3.3,11.1,99.4
abs,2019-11-01,80947366191.0,67944823274.0,13002542917.0,74261125522.0,61258582605.0,155208491713.0,6686240669.0
growth_yoy,2019-11-01,-5.4,-2.4,-18.4,-3.6,0.2,-4.5,-21.3
growth_mom,2019-11-01,-10.9,-6.1,-29.8,1.3,11.8,-5.4,-61.9
abs,2019-12-01,86435709989.0,72108341967.0,14327368022.0,73880158481.0,59552790459.0,160315868470.0,12555551508.0
growth_yoy,2019-12-01,2.8,3.4,-0.3,1.0,1.3,1.9,14.5
growth_mom,2019-12-01,6.8,6.1,10.2,-0.5,-2.8,3.3,87.8
abs,2020-01-01,84288448529.0,68007823208.0,16280625321.0,72249892504.0,55969267183.0,156538341033.0,12038556025.0
growth_yoy,2020-01-01,-2.4,-1.3,-6.7,-2.3,-0.9,-2.3,-3.1
growth_mom,2020-01-01,-2.5,-5.7,13.6,-2.2,-6.0,-2.4,-4.1
abs,2020-02-01,74604085453.0,64815106124.0,9788979329.0,62160441629.0,52371462300.0,136764527082.0,12443643824.0
growth_yoy,2020-02-01,10.2,13.4,-6.8,11.9,16.2,11.0,2.7
growth_mom,2020-02-01,-11.5,-4.7,-39.9,-14.0,-6.4,-12.6,3.4
abs,2020-03-01,80229216382.0,62973281914.0,17255934468.0,68737275003.0,51481340535.0,148966491385.0,11491941379.0
growth_yoy,2020-03-01,-6.4,-10.5,12.6,-1.4,-5.3,-4.1,-28.2
growth_mom,2020-03-01,7.5,-2.8,76.3,10.6,-1.7,8.9,-7.6
abs,2020-04-01,64911019816.0,46327406540.0,18583613276.0,69375547785.0,50791934509.0,134286567601.0,-4464527969.0
growth_yoy,2020-04-01,-24.7,-36.3,37.7,-6.7,-16.6,-16.4,-137.7
growth_mom,2020-04-01,-19.1,-26.4,7.7,0.9,-1.3,-9.9,-138.8
abs,2020-05-01,62800999398.0,54063347897.0,8737651501.0,52942892286.0,44205240785.0,115743891684.0,9858107112.0
growth_yoy,2020-05-01,-25.8,-25.1,-30.1,-29.5,-29.4,-27.6,3.0
growth_mom,2020-05-01,-3.3,16.7,-53.0,-23.7,-13.0,-13.8,-320.8
abs,2020-06-01,82905374179.0,70024697749.0,12880676430.0,62995791618.0,50115115188.0,145901165797.0,19909582561.0
growth_yoy,2020-06-01,8.1,8.6,5.3,-4.0,-6.1,2.5,80.0
growth_mom,2020-06-01,32.0,29.5,47.4,19.0,13.4,26.1,102.0
abs,2020-07-01,92682081891.0,72355229230.0,20326852661.0,67424248124.0,47097395463.0,160106330015.0,25257833767.0
growth_yoy,2020-07-01,3.2,0.8,12.9,-8.6,-15.6,-2.1,58.2
growth_mom,2020-07-01,11.8,3.3,57.8,7.0,-6.0,9.7,26.9
abs,2020-08-01,80754283800.0,66605947929.0,14148335871.0,65974870402.0,51826534531.0,146729154202.0,14779413398.0
growth_yoy,2020-08-01,-0.9,-2.2,5.3,-6.4,-9.1,-3.5,33.7
growth_mom,2020-08-01,-12.9,-7.9,-30.4,-2.1,10.0,-8.4,-41.5
abs,2020-09-01,88892145201.0,71611759846.0,17280385355.0,66955956809.0,49675571454.0,155848102010.0,21936188392.0
growth_yoy,2020-09-01,13.6,9.4,35.2,-3.6,-12.3,5.5,148.9
growth_mom,2020-09-01,10.1,7.5,22.1,1.5,-4.2,6.2,48.4
abs,2020-10-01,91190220008.0,74003923373.0,17186296635.0,68930985423.0,51744688788.0,160121205431.0,22259234585.0
growth_yoy,2020-10-01,0.4,2.3,-7.2,-5.9,-5.5,-2.5,26.7
growth_mom,2020-10-01,2.6,3.3,-0.5,2.9,4.2,2.7,1.5
abs,2020-11-01,84721268600.0,69819590751.0,14901677849.0,67616623101.0,52714945252.0,152337891701.0,17104645499.0
growth_yoy,2020-11-01,4.7,2.8,14.6,-8.9,-13.9,-1.8,155.8
growth_mom,2020-11-01,-7.1,-5.7,-13.3,-1.9,1.9,-4.9,-23.2
abs,2020-12-01,95847622662.0,78589034609.0,17258588053.0,75116795059.0,57858207006.0,170964417721.0,20730827603.0
growth_yoy,2020-12-01,10.9,9.0,20.5,1.7,-2.8,6.6,65.1
growth_mom,2020-12-01,13.1,12.6,15.8,11.1,9.8,12.2,21.2
abs,2021-01-01,89676766017.0,72209031562.0,17467734455.0,73057699889.0,55589965434.0,162734465906.0,16619066128.0
growth_yoy,2021-01-01,6.4,6.2,7.3,1.1,-0.7,4.0,38.0
growth_mom,2021-01-01,-6.4,-8.1,1.2,-2.7,-3.9,-4.8,-19.8
abs,2021-02-01,87804311926.0,71713764295.0,16090547631.0,69680094650.0,53589547019.0,157484406576.0,18124217276.0
growth_yoy,2021-02-01,17.7,10.6,64.4,12.1,2.3,15.2,45.7
growth_mom,2021-02-01,-2.1,-0.7,-7.9,-4.6,-3.6,-3.2,9.1
abs,2021-03-01,105228130706.0,87382481653.0,17845649053.0,80867130551.0,63021481498.0,186095261257.0,24361000155.0
growth_yoy,2021-03-01,31.2,38.8,3.4,17.6,22.4,24.9,112.0
growth_mom,2021-03-01,19.8,21.8,10.9,16.1,17.6,18.2,34.4
abs,2021-04-01,105630904879.0,85074487442.0,20556417437.0,85293186379.0,64736768942.0,190924091258.0,20337718500.0
growth_yoy,2021-04-01,62.7,83.6,10.6,22.9,27.5,42.2,-555.5
growth_mom,2021-04-01,0.4,-2.6,15.2,5.5,2.7,2.6,-16.5
abs,2021-05-01,92387496974.0,78821813181.0,13565683793.0,78531656132.0,64965972339.0,170919153106.0,13855840842.0
growth_yoy,2021-05-01,47.1,45.8,55.3,48.3,47.0,47.7,40.6
growth_mom,2021-05-01,-12.5,-7.3,-34.0,-7.9,0.4,-10.5,-31.9
abs,2021-06-01,105316873234.0,84663674179.0,20653199055.0,83217277093.0,62564078038.0,188534150327.0,22099596141.0
growth_yoy,2021-06-01,27.0,20.9,60.3,32.1,24.8,29.2,11.0
growth_mom,2021-06-01,14.0,7.4,52.2,6.0,-3.7,10.3,59.5
abs,2021-07-01,97124455453.0,76521978633.0,20602476820.0,83564140447.0,62961663627.0,180688595900.0,13560315006.0
growth_yoy,2021-07-01,4.8,5.8,1.4,23.9,33.7,12.9,-46.3
growth_mom,2021-07-01,-7.8,-9.6,-0.2,0.4,0.6,-4.2,-38.6
abs,2021-08-01,95379368745.0,78972555429.0,16406813316.0,74245022750.0,57838209434.0,169624391495.0,21134345995.0
growth_yoy,2021-08-01,18.1,18.6,16.0,12.5,11.6,15.6,43.0
growth_mom,2021-08-01,-1.8,3.2,-20.4,-11.2,-8.1,-6.1,55.9
abs,2021-09-01,110882447759.0,87788410770.0,23094036989.0,84650170712.0,61556133723.0,195532618471.0,26232277047.0
growth_yoy,2021-09-01,24.7,22.6,33.6,26.4,23.9,25.5,19.6
growth_mom,2021-09-01,16.3,11.2,40.8,14.0,6.4,15.3,24.1
abs,2021-10-01,114488118913.0,91378034635.0,23110084278.0,87905449537.0,64795365259.0,202393568450.0,26582669376.0
