company,state,postcode,address,poison,non_poison,traditional,health_supplement,poison_vet,non_poison_vet
LO (GB) FARMASI SDN. BHD.,Terengganu,21300,"LOT PT 35353 & 35354, DATARAN AUSTIN, JALAN AUSTIN 3 WAKAF TEMBESU",1,1,1,1,0,0
LONGWAN HEALTHCARE (K) SDN. BHD.,Kedah,09400,NO. 1275 (GROUND FLOOR) TAMAN SERAI,1,1,0,1,0,0
LOTUS PHARMACY,Pulau Pinang,14000,"3429 GF, 1ST & 2ND, JALAN KULIM TAMAN BUKIT MAS",1,1,1,1,0,0
LOVELYPHARMA SDN. BHD.,Kedah,05000,915 JALAN SULTAN BADLISHAH,1,1,1,1,0,0
LOVING PHARMACY SDN. BHD.,Johor,81300,"10 & 12, JALAN SUTERA TANJUNG 8/3 TAMAN SUTERA UTAMA",1,1,1,1,0,0
LPM BIO SCIENCE SDN. BHD.,W.P. Kuala Lumpur,52200,"NO. 13B, TINGKAT BAWAH, PERSIARAN KIP 1, TAMAN PERINDUSTRIAN KIP,",0,0,0,1,0,0
LS LOGISTICS AND MARKETING SDN. BHD.,Johor,81800,"NO. 2, JALAN GEMILANG 6 TAMAN PERINDUSTRIAN CEMERLANG",0,1,0,1,0,0
LST MEDICAL SUPPLIES,Johor,81100,"1A, JALAN MOLEK 2/1 TAMAN MOLEK",0,0,0,1,0,0
LT LING PHARMACY SDN BHD,Sarawak,97000,"61, MEDAN SEPADU JALAN ABANG GALAU",1,1,1,1,0,0
LUEN WAH MEDICAL CO. SDN. BHD.,Selangor,46050,"NO. 53-2, 49-G, 49-1 THE HIGHWAY CENTRE JALAN 51/205",1,1,0,1,1,0
LUENWA TRADING SDN BHD.,Perak,31400,"NO. 5, JALAN PERAJURIT TAMAN IPOH TIMUR",0,1,1,1,0,0
LUXOR NETWORK ASIA SDN BHD,Selangor,47810,"LEVEL 5-2, LUXOR TECH CENTRE, NO. 1A, JALAN TEKNOLOGI 3/4, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PJU 5,",0,0,1,1,0,0
M PHARMACY SDN BHD,Pulau Pinang,10470,1-G-1 Jalan Seri Tanjung Pinang 1,1,1,1,1,0,0
M.S. ALLY PHARMA SDN BHD,W.P. Kuala Lumpur,50050,"BANGUNAN M.S. ALLY NO. 16, JALAN TUN TAN SIEW SIN",1,1,0,1,0,0
MACRO HEALTHCARE SDN BHD,Melaka,75050,"71-D, GROUND FLOOR, PANGSAPURI PASIR EMAS JALAN UJONG PASIR",1,1,0,1,0,0
MAGNIFICENT DIAMONDS RESOURCES,Johor,85000,"FARMASI YAYASAN (JALAN PEMUDA) NO. 122, JALAN SUSUR PEMUDA 1",1,1,1,1,0,0
MAHARANI SPECIALIST HOSPITAL SDN. BHD.,Johor,84000,"KPJ BANDAR MAHARANI SPECIALIST HOSPITAL NO. 73-1, JALAN STADIUM",1,1,0,1,0,0
MAHKOTA MEDICAL CENTRE SDN BHD,Melaka,75000,"No. 3, Mahkota Melaka Jalan Merdeka",1,1,1,1,0,0
MAJOR TRADE SDN BHD,Perak,31400,"NO. 11, PERSIARAN INDUSTRI BERCHAM 6 KAWASAN PERINDUSTRIAN RINGAN BERCHAM",0,0,0,1,0,0
Malaysian Diagnostics Corporation Sdn Bhd,Selangor,47100,"No. 1, Jalan Serindit 2 Puchong Jaya",1,0,0,0,0,0
MANPOWER LEADERS SDN. BHD.,Selangor,42200,"NO. 2, JALAN MERU INDAH 22/KU8 KAWASAN PERINDUSTRIAN MERU BARAT",0,0,1,1,0,0
MAPLEDEX PHARMA SDN. BHD.,Selangor,42610,"No. 1, Jalan SP 1 Bandar Saujana Putra",0,0,1,1,0,0
Marigold Pharmacy,Sarawak,93100,"203, JALAN PADUNGAN,",1,1,0,1,0,0
MARUBENI PHARMACEUTICALS MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50470,"SUITE 7, LEVEL 27, AXIATA TOWER 9, JALAN STESEN SENTRAL 5",1,0,0,0,0,0
MASSIVE DISTRIBUTION SDN BHD,Melaka,75250,"PT 15783, JALAN NOBAT 8 TAMAN PERINDUSTRIAN BUKIT RAMBAI",0,1,0,1,0,0
MAX MEDI PRO SDN. BHD.,W.P. Kuala Lumpur,51200,"COTTAGE PHARMACY NO. 19, JALAN 17/42 TAMAN KOK DOH, SEGAMBUT",1,0,0,0,0,0
MAYFLAX SDN BHD,Selangor,46350,"Suite 806, 8th Floor, Block B, Phileo Damansara II No. 15, Jalan 16/11 Pusat Perdagangan Phileo Damansara",1,1,1,1,0,1
MBF MANAGEMENT SDN BHD,Selangor,46200,"No. 17, First Floor Jalan Barat",1,1,1,1,0,0
Mebo Healthcare Sdn Bhd,Selangor,47400,"Lot 4-401 & 4-402, Level 4, The Starling Mall No 6 Jalan SS21/37, Damansara Uptown",0,0,1,1,0,0
MEDAN JAYA PHARMACY SDN. BHD.,Sarawak,97000,"NO. 45-46, GROUND FLOOR MEDAN JAYA COMMERCIAL CENTRE JALAN TUN HUSSEIN ONN",1,1,1,1,1,0
MEDERIS SDN. BHD.,W.P. Kuala Lumpur,50470,"29-15, Q-SENTRAL NO. 2A, JALAN STESEN SENTRAL 2",1,1,0,1,0,0
MEDHUB PHARMA BERHAD,Selangor,68100,"LOT 1, JALAN PERUSAHAAN 4",1,1,1,1,0,0
MEDI BAGAN SERAI SDN BHD,Perak,32000,NO. 1 (LOT 288) JALAN LUMUT SITIAWAN,1,1,0,1,0,0
Medi Radio Malaysia Sdn Bhd,W.P. Kuala Lumpur,50480,"E-13A-9, PLAZA MONT KIARA JALAN KIARA, MONT KIARA",1,0,0,0,0,0
MEDIC ALCHEMY SDN. BHD.,Negeri Sembilan,70300,"943, JALAN S2 F23 GARDEN HOMES SEREMBAN 2",1,1,1,1,1,1
MEDICAL INNOVATION VENTURES SDN. BHD.,Pulau Pinang,11900,"PLOT 88F (1ST FLOOR), LINTANG BAYAN LEPAS 10 BAYAN LEPAS INDUSTRIAL PARK, PHASE 4",1,1,1,1,1,1
medical supplies (labuan) sdn bhd,W.P. Labuan,87008,U0172 Jalan OKK Awang Besar,1,1,1,1,0,0
MEDICAL SUPPLIES (SARAWAK) SDN BHD,Sarawak,93250,"NO. 50, LOT 6421, FIRST FLOOR, BLOCK 225, KNLD (SUBLOT 49) PUSAT KOMERSIL EMART BATU KAWA JALAN BATU KAWA",1,1,1,1,0,0
MEDICARE PHARMACY,Sarawak,96000,"28, JALAN KAMPONG NYABOR",1,1,1,1,1,1
MEDICINSPIRE GLOBAL SDN BHD,W.P. Kuala Lumpur,52200,"B-5-28, Ativo Plaza, No. 1, Jalan PJU 9/1 Damansara Avenue Bandar Sri Damansara",0,0,1,1,0,0
MEDICWAVE (M) SDN BHD,Selangor,47301,"No. 59-1, Block E, Zenith Corporate Park Jalan SS7/26, Kelana Jaya",0,0,0,1,0,0
MEDIEARTH BUMI MEDICAL SUPPLIES SDN BHD,Sarawak,98000,"LOT 8530, GROUND FLOOR, JALAN LUAK BAY",1,1,1,1,0,0
MEDIK PHARMA TRADING,Selangor,40460,"47-G, JALAN ANGGERIK VANILLA T 31/T KOTA KEMUNING, SEKSYEN 31",1,1,0,1,0,0
MEDIMEX SDN BHD,W.P. Kuala Lumpur,51200,"4-1-5, KOMPLEKS KANTONMEN PRIMA JALAN SULTAN AZLAN SHAH BATU 4 1/2, JALAN IPOH",0,1,1,1,0,0
MEDIPHARM INDUSTRIES SDN. BHD.,Selangor,46050,"AMCORP BUSINESS SUITES, LEVEL 10, W-10-19, MENARA MELAWANGI, AMCORP TRADE CENTRE, 18, JALAN PERSIARAN BARAT,",0,1,1,1,0,0
MEDISHIELD FIRST AID SUPPLIES SDN BHD,Selangor,47100,"NO. 7 & 9, JALAN INDUSTRI MAS 3 TAMAN MAS",0,1,1,1,0,0
MEDISPEC (M) SDN. BHD.,Selangor,47301,"LOT 07, 08, 09 & 10, BLOCK B JALAN SS 25/22, MAYANG AVENUE TAMAN MAYANG",1,1,1,1,0,0
MEDIWELL PHARMACY SDN. BHD.,Johor,83000,"2-15, 2-15A, 2-16 & 2-16A JALAN SUSUR PERDANA TENGAH TAMAN BUKIT PERDANA 2",1,1,0,1,0,0
MEDS AND VITS PHARMACY,Pulau Pinang,13000,"G-10, TINGKAT BAWAH PANGSAPURI OREN 3 JALAN PANTAI BERSIH",1,1,1,1,0,0
Medtown Pharmacy Sdn Bhd,Sarawak,94200,"G/F & 1st Floor, Sublot 17 of Parent Lot 545 & 546 Eastern Commercial Centre 2, 17th Miles Jalan Kuching-Serian, Siburan",1,1,1,1,0,0
MEGA KULIM PHARMACY SDN BHD,Kedah,09000,"78, 79 & 80 Lorong Semarak 3 Taman Semarak",1,1,1,1,0,0
MegaLive BioSciences Sdn Bhd,Kedah,09000,"1st Floor, No.13, Jalan Selasih, Taman Semarak,",0,1,1,1,0,0
Mekar Medik Sdn. Bhd.,Pahang,25200,"B10, TINGKAT BAWAH JALAN BUKIT SETONGKOL",1,1,1,1,0,0
MELAKA STRAITS MEDICAL CENTRE SDN. BHD.,Melaka,75200,PUSAT PERUBATAN KLEBANG,1,1,1,1,1,1
Melodies Distributors Sdn Bhd,Johor,81800,"30, JALAN CANGGIH 1 TAMAN PERINDUSTRIAN CEMERLANG",0,1,1,1,0,0
MENTARI YAKIN SDN BHD,Negeri Sembilan,71010,"NO. 19B, TINGKAT ATAS TAMAN PERINDUSTRIAN LUKUT BARU BATU 6, JALAN SEREMBAN",0,1,1,1,0,0
MERCU MUTLAK SDN BHD,Melaka,75350,"BB 432-A, JALAN MERBOK 1, TAMAN MELAKA BARU BATU BERENDAM",0,1,1,1,0,0
MERISON MARKETING SDN BHD,Kelantan,16100,"S/40, LOT PT 4045, BLOCK E, JALAN 1 PENGKALAN CHEPA",0,1,0,1,0,0
METRO JENDELA SDN. BHD.,Selangor,40400,"NO. 6, JALAN KECAPI 33/2 ELITE INDUSTRIAL STATE SEKSYEN 33",1,1,0,1,0,0
METRO KURNIA SDN. BHD.,Kedah,08000,"METRO SPECIALIST HOSPITAL NO. 1, LORONG METRO",1,1,1,1,0,0
Metro Signature Sdn Bhd,Selangor,46150,"21-B, Jalan PJS 1/48 Taman Petaling Utama",0,0,1,0,0,0
Metta-Care Pharmacy Sdn. Bhd.,Perak,34000,No. 132 Jalan Kota,1,1,1,1,0,1
MFAS MEDIGROUP SDN. BHD.,Kedah,05050,"LOT 3A, ARAS BAWAH, PT111, KOMPLEKS PERNIAGAAN AMPANG LEBUHRAYA SULTANAH BAHIYAH",1,1,1,1,1,1
MH WARISAN BATU ENAM SDN BHD,Terengganu,21200,"11697D, BATU ENAM JALAN KELANTAN",1,1,1,1,1,1
MICO FARMASI SDN BHD,Kedah,05000,No. 1537 Jalan Sultan Badlishah,1,1,1,1,0,0
Mikromedik Sdn Bhd,Selangor,43300,"NO. 17G, 17-1, 17-2 & 17-3, JALAN DAGANG SB 4/3 TAMAN SUNGAI BESI INDAH",1,1,0,1,0,0
Mikromedik South Sdn. Bhd.,Johor,83000,"NO. 21 & 21A, JALAN TITIWANGSA, TAMAN BANDAR",1,1,1,1,0,0
MILLION MEDICAL (PERAK) SDN.BERHAD,Perak,31450,"NO. 14A, LORONG KLEDANG TIMUR 15 TAMAN RASI JAYA MENGLEMBU",0,1,0,1,0,0
MILRIN PHARMACEUTICAL COMPANY (M) SDN. BHD.,Pulau Pinang,10400,"125-L, 5TH FLOOR WISMA GETAH JALAN MACALISTER",1,1,1,1,0,0
MONT EBONY SDN BHD,Pulau Pinang,13700,"1525, Jalan Kelasah Taman Kelasah",1,1,0,1,0,0
MSU PHARMA SDN. BHD.,Selangor,40100,"A0201, Level 2, Management & Science University (MSU) University Drive, Off Persiaran Olahraga, Seksyen 13",1,1,1,1,1,1
MU WAREHOUSE SDN. BHD.,Kedah,06000,"31, GROUND FLOOR, JALAN KPT 2/1 KOMPLEKS PERNIAGAAN PEKAN JITRA 2",1,1,1,1,1,1
MULTICARE HEALTH PHARMACY SDN BHD,Selangor,43200,"A7, A8, B7, B8, C8, D7, D8 & D9, Blok B Jalan Prima 2 Taman Rasa Sayang Prima",1,0,0,1,0,0
Multicare Pharmacy (Bahau) Sdn. Bhd.,Negeri Sembilan,72100,55 & 57 Jalan Dato' Jempol,1,0,0,0,0,0
MUNIKASS HEALTHCARE (M) SDN. BHD.,Perak,35900,"No. 1, Jalan Wawasan Dagangan 2 Bandar Behrang 2020",0,1,1,1,0,0
MUTIARA MURNI SDN BHD,Selangor,46000,"NO. 7B, JALAN PJS 1/48 TAMAN PETALING UTAMA",1,0,0,0,0,0
My Biochem Pharma Sdn Bhd,Selangor,41000,"16, Jalan Tengku Diauddin",1,1,1,1,0,0
MY CHOICE PHARMACY SDN. BHD.,Sabah,89300,"Ground Floor, Lot 10, Block B Kedai Sedco, Pekan Ranau, Jalan Taman",1,1,1,1,1,1
MY HOME PHARMACY SDN. BHD.,Sabah,88400,"LOT 6B, GROUND FLOOR, TAMAN TAI TET MILE 2 1/2 KM, JALAN TUARAN",1,1,1,1,0,0
MY TAMPARULI PHARMACY SDN. BHD.,Sabah,89257,"UNIT NO. G3, WISMA TING HUI TAMPARULI",1,1,1,1,1,1
MYDIN MOHAMED HOLDINGS BERHAD,Sabah,90000,"L.12693 & PL.076144020 LOT 3A, SEJATI COMMERCIAL (SEJATI HYPERMARKET) BATU 7 JALAN LAPANGAN TERBANG",0,1,0,1,0,0
MYFAMILY PHARMACY PLT,Johor,81100,NO. 40 JALAN PERJIRANAN 4/1 BANDAR DATO ONN,1,1,1,1,1,1
MYVAX SDN. BHD.,Negeri Sembilan,71800,"1, JALAN PERSIARAN NEGERI BANDAR BARU NILAI",1,1,1,1,0,0
N-REGCO MARKETING SDN BHD,Melaka,75450,"NO. 2, JALAN TASIK UTAMA 52 KAWASAN PERINDUSTRIAN TASIK UTAMA AYER KEROH",0,1,0,1,0,0
N.a.m. Trading (ipoh) Sdn Bhd,Perak,31400,"92, Jalan Tasek Timur Taman Tasek Indra",1,1,0,1,1,1
N.A.Z. Medical Supplies Sdn. Bhd.,Selangor,47120,"No. 4, Jalan BP 4/7 Bandar Bukit Puchong",1,1,0,1,0,0
N.K. LUCK SDN. BHD.,W.P. Kuala Lumpur,50200,"91 & 91A, JALAN PUDU LAMA",1,0,0,0,0,0
Nael & Newk Nutra Health Sdn. Bhd.,Selangor,42300,"NO. 6, JALAN ECO PERINDUSTRIAN 1/3A ECO PERINDUSTRIAN 5",0,0,1,1,0,0
Nam Pharma Sdn. Bhd.,Perak,31200,"5, LEBUH PERUSAHAAN KLEBANG 11 TAMAN PERINDUSTRIAN ANTARABANGSA IGB",1,1,0,1,1,1
NANG HIN MEDICAL SDN. BHD.,Selangor,47100,NO. 24A & 24B JALAN BPU 4 BANDAR PUCHONG UTAMA,0,1,1,1,0,0
Nano Medic Care Sdn. Bhd.,Johor,84000,"No. 1-12, 1st Floor, Jalan Indah 2 Taman Indah",1,1,1,1,0,0
NARISA EMPIRE SDN. BHD.,Johor,85000,"FARMASI NARISA NO. 3, JALAN PRIMA PUSAT PERNIAGAAN PRIMA SEGAMAT",1,1,1,1,0,0
NASRA PHARMACY SDN BHD,Selangor,43650,"NO. 15, JALAN 6C/5",1,0,0,0,0,0
NASRAC PHARMA SDN. BHD.,Perak,31000,No. 9 (Aras Bawah) Taman Batu Gajah Transit,1,1,1,1,1,1
NAT CHOICE SDN BHD,Selangor,47500,"B-06-11A, Blok B, Sunway Geo Flexi Office Sunway South Quay Bandar Sunway",0,0,1,1,0,0
Natural Elixirs Sdn Bhd,Selangor,41200,"NO. 4 & 6 (TINGKAT BAWAH, TINGKAT 1 & 2) JALAN JASMIN 8/KS6 BANDAR BOTANIK",0,1,1,1,0,0
Natural Summit Sdn Bhd,W.P. Kuala Lumpur,53300,"23A-1, Block A, Tingkat 1, Platinum Walk No. 2, Jalan Langkawi Taman Danau Kota",0,0,1,0,0,0
NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD),W.P. Kuala Lumpur,56000,"No. 78, Jalan Kilang Midah, Taman Midah Bandar Tun Razak, Cheras",1,1,1,1,0,0
NATURE-CARE PHARMACY SDN. BHD.,Pulau Pinang,11950,"19, LORONG MAHSURI 7",1,0,0,0,0,0
NATUREEN SDN BHD,Johor,81100,"NO. 68, JALAN MUTIARA EMAS 5/11 TAMAN MOUNT AUSTIN",0,1,1,1,0,0
NATURE`S GRACE MARKETING (M) SDN. BHD.,Melaka,75000,"NO. 37B, JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA",0,0,1,0,0,0
NAV PHARMA SDN. BHD.,Selangor,47301,"1-2B, JALAN PJU 1/3D SUNWAYMAS COMMERCIAL CENTRE",1,1,1,1,0,0
NAZEN MEDICARE SDN. BHD.,Kelantan,17000,"LOT 338, SEKSYEN 1 JALAN TENGKU AHMAD",1,1,1,1,0,0
NCHK MEDICINE ENTERPRISE SDN BHD,Selangor,43200,"No. 21 & 23G, Jalan SL 11/7 Bandar Sungai Long, Cheras",0,0,1,0,0,0
NEOPHARMA BIOTECH ASIA SDN. BHD.,Selangor,46100,"B-G-3, Boulevard 51 Jalan 51A/241, Seksyen 51A",1,0,0,0,0,0
New Southern Healthcare Sdn. Bhd.,W.P. Kuala Lumpur,58000,"C-02-3A & C-02-05, Southbank Commercial Centre Pusat Komersial Tebing Selatan No. 179, Jalan Klang Lama",0,0,1,1,0,0
NEXTAGE MEDIPHARMA SDN BHD,Selangor,43000,"NO. 5-G, MUTIARA AVENUE JALAN MUTIARA 1 MUTIARA HEIGHTS",1,1,1,1,0,0
NEXUS WISE SDN. BHD.,Selangor,47400,"UNIT G08, BLOK C, DAMANSARA INTAN NO. 1, JALAN SS 20/27",0,0,1,1,0,0
NIKKO PHARMA (M) SDN. BHD.,Selangor,47300,"NO. 18, FIRST FLOOR JALAN SS 2/67",0,1,1,1,0,0
Noripharma Sdn. Bhd.,Selangor,41050,"LOT 5030, JALAN TERATAI, 5 1/2 MILE OFF JALAN MERU,",1,1,0,1,0,0
Northern Borneo Agriculture Sdn. Bhd.,Sabah,88450,"No. 1-068 (2F3), First Floor (Level 2), Grand Merdeka Mall, Lorong Merdeka Perdana, Off Jalan Tuaran",1,1,0,1,1,1
NORTHERN HEALTHCARE,Kedah,08000,"NO. 4, JALAN KUDA KEPANG 1/1A TAMAN RIA JAYA",1,1,1,1,0,0
NOVUGEN ONCOLOGY SDN. BHD.,Negeri Sembilan,71760,"No. 47, Jalan Lengkuk Teknologi 2 Taman Teknologi Enstek Fasa 1 Techpark@Enstek",1,0,0,0,0,0
NOVUGEN PHARMA SDN. BHD.,Negeri Sembilan,71760,"No. 27, Jalan Lengkuk Teknologi 2 Taman Teknologi Enstek Fasa 1",1,0,0,0,0,0
NUCARE PHARMACY SDN. BHD.,Pulau Pinang,14110,NO. 62 (G) JALAN VERVEA 13,1,1,1,1,0,0
Nutri Pharmax Sdn Bhd,Pulau Pinang,14200,"6, LORONG SERUNAI 1 VALDOR SUNGAI BAKAP",1,1,0,1,1,1
NUTRISIAST GLOBAL MARKETING SDN BHD,Selangor,41200,46-1 & 48-1 JALAN BATU UNJUR 1 TAMAN BAYU PERDANA,0,1,1,1,0,0
Nutriva International Sdn. Bhd.,Selangor,47810,"A-06-26, KOMPLEKS PERINDUSTRIAN EMHUB PERSIARAN SURIAN, SEKSYEN 3 TAMAN SAINS SELANGOR, KOTA DAMANSARA",0,0,1,1,0,0
NUVANTA SDN. BHD.,Selangor,47500,"Suite C802 & C808, Central Wing 8th Floor, Wisma Consplant 1 No. 2, Jalan SS16/4",0,1,1,1,0,0
O.T.C. JIN AUN TRADING SDN. BHD.,Pulau Pinang,13400,"11, LORONG MAK MANDIN 1, MIEL MAK MANDIN,",0,1,0,1,0,0
Octopus Distribution Sdn. Bhd.,Selangor,47100,No. 11 Jalan PPU 3A Pusat Teknologi Sinar Puchong,1,0,0,0,0,0
OLIVE9 PHARMACY SDN BHD,Selangor,40150,"NO. 69, TINGKAT BAWAH, JALAN NOVA N U5/N SEKSYEN U5",1,1,1,1,0,0
ONE LAZULI SDN BHD,Selangor,46150,"22, JALAN PJS 5/26, TAMAN DESARIA",1,0,0,0,1,0
ONECARE WELLNESS SDN BHD,W.P. Kuala Lumpur,59200,"NO. 23-3, THE BOULEVARD LINGKARAN SYED PUTRA MID VALLEY CITY",0,0,1,1,0,0
ONLY PHARMACY SDN. BHD.,Sabah,90000,"Lot 3, Tingkat Bawah Bandar Andamy Square Batu 8, Jalan Labuk",1,1,0,1,0,0
OPTIMIST VICTORY SDN. BHD.,W.P. Kuala Lumpur,57000,"No. 2-3, Jalan Radin Anum Seri Petaling",0,1,1,1,0,0
Oralix Sdn. Bhd.,Melaka,75450,"5, JALAN TASIK UTAMA 64 KAWASAN PERINDUSTRIAN TASIK UTAMA MUKIM BUKIT BARU",1,0,0,0,0,0
ORBIT MEDICA SDN. BHD.,Selangor,47100,"No. 11, Jalan PPU 3A Pusat Teknologi Sinar Puchong",1,0,0,0,0,0
ORIENT BIOTECH SDN. BHD.,Selangor,68100,"37, JALAN PS3, TAMAN INDUSTRI PRIMA SELAYANG",0,0,1,1,0,0
ORIENT LABORATORIES SDN. BHD.,Selangor,68100,"NO. 37, JALAN PS 3 TAMAN INDUSTRI PRIMA SELAYANG",0,0,1,1,0,0
ORION PHARMA (MY) SDN. BHD.,W.P. Kuala Lumpur,59200,"E-20-01, Menara Suezcap 2, KL Gateway No. 2, Jalan Kerinchi Gerbang Kerinchi Lestari",1,1,0,1,0,0
P.t. Widuri (m) Sdn Bhd,W.P. Kuala Lumpur,50300,"No. 55 & 57, Jalan Raja Muda Abdul Aziz Kg Baru",0,1,1,1,0,0
PAHANG PHARMACY SDN. BHD.,Sarawak,93250,"Lot 1611, Block 36, MLTD SL 4 Hartamas Industrial Park 8th Mile, Jalan Penrissen",1,1,1,1,1,1
PALOH MEDICAL CENTRE SDN. BHD,Perak,31400,"Pantai Hospital Ipoh 126, Jalan Tambun",1,0,0,0,0,0
Panfast Marketing (m) Sdn Bhd,Pulau Pinang,14100,PMT 1102 JALAN PERINDUSTRIAN BUKIT MINYAK 18 TAMAN PERINDUSTRIAN BUKIT MINYAK (PENANG SCIENCE PARK),1,0,0,0,1,0
PANTAI MEDICAL CENTRE SDN.BHD,Kedah,08000,"NO. 1, PERSIARAN CEMPAKA BANDAR AMAN JAYA",1,1,1,1,0,0
PARIT BUNTAR PHARMACY SDN. BHD,Perak,34200,207 JALAN TAIPING,1,1,1,1,1,1
Pau Yuan Sdn. Bhd.,Pulau Pinang,14100,"PMT 1312, LORONG PSPN 3 PENANG SCIENCE PARK NORTH",0,1,1,1,0,0
PEACE & HEALTH PHARMACY SDN BHD,Sarawak,96000,"LOT 1-11A, STAR MEGA MALL TUNKU ABDUL RAHMAN ROAD",1,1,1,1,1,1
PEARL PHARMACY SDN BHD,Sabah,91007,"TB169, JALAN BELIAN",1,1,1,1,1,1
Pelangi Vet Pharma Sdn. Bhd.,Pulau Pinang,14100,"Lot 8, PERDA Industrial Park Lorong IKS, Simpang Ampat B",1,1,0,1,1,1
Pembekal Khidmatvet,Sarawak,93250,"No. 222, Lot 2060, Ground Floor and First Floor, Block 233 KNLD, Pekan Batu 7 (Kota Sentosa)",1,1,0,1,1,1
PEMBEKALAN UBAT HUATHAI SDN. BHD.,Johor,81200,"No. 17, Jalan Banang 3 Taman Johor",0,0,1,0,0,0
PENAWAR INDUSTRIES SDN. BHD.,Kedah,05150,"LOT 292, JALAN SHAHAB 1, SHAHAB PERDANA",0,0,1,0,0,0
PENAWAR MEDICAL SUPPLY SDN BHD,Johor,81750,"21 & 23 JALAN SENA 1, TAMAN RINTING",1,1,1,1,0,0
PENGEDARAN PAHANG TIMUR SDN BHD,Pahang,25300,"LOT 95, KAWASAN PERINDUSTRIAN SEMAMBU",0,1,0,1,0,0
PEOPLES PRIMARY PHARMACY SDN. BHD.,Pulau Pinang,11500,"92A, FARLIM SQUARE JALAN PISANG BERANGAN",1,1,1,1,0,0
Perfect Pentagon Sdn Bhd,Selangor,46300,"5TH FLOOR MENARA ACCESS WORLD NO. 1, JALAN 19/3",0,0,1,0,0,0
PERLIS SPECIALIST HOSPITAL SDN. BHD.,Perlis,01000,"LOT 2550 & 2575, PENGKALAN ASAM MUKIM SERIAB",1,1,1,1,0,0
PERNIAGAAN HERBA SRI TANJUNG SDN. BHD.,Johor,82200,"20, JALAN DESA INDAH 1, TAMAN DESA INDAH, BENUT",0,1,0,1,0,0
PERNIAGAAN JING HUA,Selangor,68000,"B-G-20, JALAN NIRWANA 14A TAMAN NIRWANA",0,1,1,1,0,0
PERNIAGAAN NORMAHAS SDN. BHD.,W.P. Kuala Lumpur,53000,"1-5-10, 5TH BLOCK C DIAMOND SQUARE (JALAN SEMARAK API) JALAN 1/50 OFF JALAN GOMBAK",1,1,1,1,0,0
PERNIAGAAN ORANG KAMPUNG SDN. BHD.,Melaka,77300,J 7017 & 7018 KAWASAN PERINDUSTRIAN MERLIMAU,0,1,1,1,0,0
PERNIAGAAN PING KOO,Perak,35900,"NO. 42A & 46, JALAN WANGSA JAYA TAMAN WANGSA JAYA",0,0,1,1,0,0
Perniagaan Tan Lok Ping Sdn.Bhd.,Selangor,42200,"NO. 2A, JALAN SUNGAI KAPAR INDAH 2A/KU7 TAMAN SUNGAI KAPAR INDAH",0,1,0,1,0,0
Pertanian Farmix (m) Sdn Bhd,Negeri Sembilan,70200,"NO. 133, BAWAH, JALAN TOMAN 6 KEMAYAN SQUARE",1,0,0,0,1,0
PERUSAHAAN  TEN TEN,Sabah,90000,"LOT 4, 5, 6 & 7, BLOK P, TINGKAT BAWAH BANDAR RAMAI -RAMAI, JALAN LEILA",0,1,0,1,0,0
PET ARCADE SDN BHD,Selangor,47100,"32, Jalan Puteri 5/18 Bandar Puteri",1,1,0,1,1,1
PHAMASINDO SDN. BHD.,W.P. Kuala Lumpur,52100,"LOT 179, BLOCK V JALAN SRI EHSAN 9 TAMAN PERINDUSTRIAN SRI EHSAN",0,0,1,0,0,0
PHARM-D HEALTH SCIENCE SDN. BHD.,W.P. Kuala Lumpur,58000,"8A, JALAN 1/137C, BEDFORD BUSINESS PARK OFF JALAN KELANG LAMA",1,1,1,1,0,0
PHARM-D SDN. BHD.,W.P. Kuala Lumpur,58000,"8B, Jalan 1/137C, Bedford Business Park, Off Jalan Kelang Lama",1,1,1,1,0,0
Pharma line marketing sdn bhd,Selangor,43300,"No. 46, Jalan Putra Permai 1B Putra Permai",1,1,1,1,0,0
Pharma Nutra Marketing Sdn. Bhd.,W.P. Kuala Lumpur,58200,"A-3-7, SERI GEMBIRA AVENUE NO. 6, JALAN SENANG RIA TAMAN GEMBIRA",0,1,1,1,0,0
PHARMA-CONSULT (KULIM) SDN BHD,Kedah,09000,"4, Pusat Perniagaan Putra Jalan Kelang Lama",1,1,1,1,0,0
PHARMADIRECT SDN. BHD.,Selangor,40150,"No. 23, Jalan Jurunilai U1/20 Hicom Glenmarie Industrial Park Seksyen U1",0,0,1,1,0,0
PHARMAEXPRESS SDN BHD,Sabah,88450,"LOT NO. 40, MAKAT INDUSTRIAL ESTATE KM 9, OFF JALAN TUARAN KOLOMBONG",1,1,1,1,0,0
PHARMAFORTE (MALAYSIA) SDN. BHD.,Selangor,47810,"NO. 2, JALAN PJU 3/49 SUNWAY DAMANSARA",1,1,1,1,0,0
PHARMANIAGA LIFESCIENCE SDN. BHD.,Selangor,47100,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA",1,1,0,1,0,0
